"rt","key_press","trial_type","trial_index","time_elapsed","internal_node_id","responses","url","stimulus","button_pressed","answer"
"9083","","button-response","434","749473","0.0-434.0","","","","0",""
"-1","-1","single-stim","435","750975","0.0-435.0","","","<p class='center-content'><br><br><br><br><br>+</p>","",""
"-1","-1","single-stim","436","752977","0.0-436.0","","","Blobs/LowSimilarity/a06.gif","",""
"155","","button-response","437","754136","0.0-437.0","","","","0",""
"-1","-1","single-stim","438","755638","0.0-438.0","","","<p class='center-content'><br><br><br><br><br>+</p>","",""
"-1","-1","single-stim","439","757639","0.0-439.0","","","Blobs/LowSimilarity/c04.gif","",""
"153","","button-response","440","758793","0.0-440.0","","","","0",""
"-1","-1","single-stim","441","760295","0.0-441.0","","","<p class='center-content'><br><br><br><br><br>+</p>","",""
"-1","-1","single-stim","442","762296","0.0-442.0","","","Blobs/LowSimilarity/b13.gif","",""
"141","","button-response","443","763438","0.0-443.0","","","","0",""
"-1","-1","single-stim","444","764940","0.0-444.0","","","<p class='center-content'><br><br><br><br><br>+</p>","",""
"-1","-1","single-stim","445","766941","0.0-445.0","","","Blobs/LowSimilarity/d12.gif","",""
"110","","button-response","446","768053","0.0-446.0","","","","0",""
"-1","-1","single-stim","447","769554","0.0-447.0","","","<p class='center-content'><br><br><br><br><br>+</p>","",""
"-1","-1","single-stim","448","771556","0.0-448.0","","","Blobs/LowSimilarity/a09.gif","",""
"68","","button-response","449","772626","0.0-449.0","","","","0",""
"-1","-1","single-stim","450","774128","0.0-450.0","","","<p class='center-content'><br><br><br><br><br>+</p>","",""
"-1","-1","single-stim","451","776129","0.0-451.0","","","Blobs/LowSimilarity/c09.gif","",""
"136","","button-response","452","777266","0.0-452.0","","","","0",""
"-1","-1","single-stim","453","778770","0.0-453.0","","","<p class='center-content'><br><br><br><br><br>+</p>","",""
"-1","-1","single-stim","454","780771","0.0-454.0","","","Blobs/LowSimilarity/b14.gif","",""
"37","","button-response","455","781811","0.0-455.0","","","","0",""
"-1","-1","single-stim","456","783314","0.0-456.0","","","<p class='center-content'><br><br><br><br><br>+</p>","",""
"-1","-1","single-stim","457","785315","0.0-457.0","","","Blobs/LowSimilarity/d16.gif","",""
"208","","button-response","458","786524","0.0-458.0","","","","0",""
"-1","-1","single-stim","459","788026","0.0-459.0","","","<p class='center-content'><br><br><br><br><br>+</p>","",""
"-1","-1","single-stim","460","790028","0.0-460.0","","","Blobs/LowSimilarity/a05.gif","",""
"368","","button-response","461","791396","0.0-461.0","","","","0",""
"-1","-1","single-stim","462","792898","0.0-462.0","","","<p class='center-content'><br><br><br><br><br>+</p>","",""
"-1","-1","single-stim","463","794899","0.0-463.0","","","Blobs/LowSimilarity/c03.gif","",""
"237","","button-response","464","796139","0.0-464.0","","","","0",""
"-1","-1","single-stim","465","797641","0.0-465.0","","","<p class='center-content'><br><br><br><br><br>+</p>","",""
"-1","-1","single-stim","466","799643","0.0-466.0","","","Blobs/LowSimilarity/b06.gif","",""
"144","","button-response","467","800788","0.0-467.0","","","","0",""
"","","call-function","468","801796","0.0-468.0","","","","",""
"-1","-1","single-stim","469","802298","0.0-469.0","","","<p class='center-content'><br><br><br><br><br>+</p>","",""
"-1","-1","single-stim","470","804300","0.0-470.0","","","Blobs/LowSimilarity/d01.gif","",""
"77","","button-response","471","805379","0.0-471.0","","","","0",""
"-1","-1","single-stim","472","806882","0.0-472.0","","","<p class='center-content'><br><br><br><br><br>+</p>","",""
"-1","-1","single-stim","473","808883","0.0-473.0","","","Blobs/LowSimilarity/a11.gif","",""
"37496","","button-response","474","847383","0.0-474.0","","","","0",""
"-1","-1","single-stim","475","848884","0.0-475.0","","","<p class='center-content'><br><br><br><br><br>+</p>","",""
"-1","-1","single-stim","476","850887","0.0-476.0","","","Blobs/LowSimilarity/c15.gif","",""
"159","","button-response","477","852048","0.0-477.0","","","","0",""
"-1","-1","single-stim","478","853549","0.0-478.0","","","<p class='center-content'><br><br><br><br><br>+</p>","",""
"-1","-1","single-stim","479","855551","0.0-479.0","","","Blobs/LowSimilarity/b01.gif","",""
"125","","button-response","480","856678","0.0-480.0","","","","0",""
"-1","-1","single-stim","481","858180","0.0-481.0","","","<p class='center-content'><br><br><br><br><br>+</p>","",""
"-1","-1","single-stim","482","860182","0.0-482.0","","","Blobs/LowSimilarity/d07.gif","",""
"168","","button-response","483","861351","0.0-483.0","","","","0",""
"-1","-1","single-stim","484","862853","0.0-484.0","","","<p class='center-content'><br><br><br><br><br>+</p>","",""
"-1","-1","single-stim","485","864855","0.0-485.0","","","Blobs/LowSimilarity/a02.gif","",""
"49","","button-response","486","865905","0.0-486.0","","","","0",""
"-1","-1","single-stim","487","867406","0.0-487.0","","","<p class='center-content'><br><br><br><br><br>+</p>","",""
"-1","-1","single-stim","488","869408","0.0-488.0","","","Blobs/LowSimilarity/c16.gif","",""
"68","","button-response","489","870478","0.0-489.0","","","","0",""
"-1","-1","single-stim","490","871979","0.0-490.0","","","<p class='center-content'><br><br><br><br><br>+</p>","",""
"-1","-1","single-stim","491","873980","0.0-491.0","","","Blobs/LowSimilarity/b08.gif","",""
"110","","button-response","492","875093","0.0-492.0","","","","0",""
"-1","-1","single-stim","493","876594","0.0-493.0","","","<p class='center-content'><br><br><br><br><br>+</p>","",""
"-1","-1","single-stim","494","878597","0.0-494.0","","","Blobs/LowSimilarity/d10.gif","",""
"6560","","button-response","495","886157","0.0-495.0","","","","0",""
"-1","-1","single-stim","496","887660","0.0-496.0","","","<p class='center-content'><br><br><br><br><br>+</p>","",""
"-1","-1","single-stim","497","889662","0.0-497.0","","","Blobs/LowSimilarity/a16.gif","",""
"78","","button-response","498","890744","0.0-498.0","","","","0",""
"-1","-1","single-stim","499","892245","0.0-499.0","","","<p class='center-content'><br><br><br><br><br>+</p>","",""
"-1","-1","single-stim","500","894247","0.0-500.0","","","Blobs/LowSimilarity/c14.gif","",""
"158","","button-response","501","895406","0.0-501.0","","","","0",""
"-1","-1","single-stim","502","896908","0.0-502.0","","","<p class='center-content'><br><br><br><br><br>+</p>","",""
"-1","-1","single-stim","503","898909","0.0-503.0","","","Blobs/LowSimilarity/b03.gif","",""
"215","","button-response","504","900126","0.0-504.0","","","","0",""
"-1","-1","single-stim","505","901627","0.0-505.0","","","<p class='center-content'><br><br><br><br><br>+</p>","",""
"-1","-1","single-stim","506","903629","0.0-506.0","","","Blobs/LowSimilarity/d04.gif","",""
"92","","button-response","507","904725","0.0-507.0","","","","0",""
